tanggal,lokasi,parameter,nilai,satuan
2025-10-23,Gedung_M,Waste,35.77,kg
2025-10-23,Gedung_N,Energy,137.45,kWh
2025-10-23,Gedung_N,Water,408.47,L
2025-10-23,Gedung_N,CO2,428.78,ppm
2025-10-23,Gedung_N,Waste,53.26,kg
2025-10-23,Gedung_O,Energy,148.11,kWh
2025-10-23,Gedung_O,Water,851.7,L
2025-10-23,Gedung_O,CO2,751.3,ppm
2025-10-23,Gedung_O,Waste,53.35,kg
2025-10-23,Gedung_P,Energy,198.33,kWh
2025-10-23,Gedung_P,Water,398.15,L
2025-10-23,Gedung_P,CO2,478.96,ppm
2025-10-23,Gedung_P,Waste,54.42,kg
2025-10-23,Gedung_Q,Energy,223.65,kWh
2025-10-23,Gedung_Q,Water,1109.58,L
2025-10-23,Gedung_Q,CO2,559.76,ppm
2025-10-23,Gedung_Q,Waste,44.2,kg
2025-10-23,Gedung_R,Energy,221.54,kWh
2025-10-23,Gedung_R,Water,400.77,L
2025-10-23,Gedung_R,CO2,357.07,ppm
2025-10-23,Gedung_R,Waste,54.89,kg
2025-10-23,Gedung_S,Energy,89.67,kWh
2025-10-23,Gedung_S,Water,237.72,L
2025-10-23,Gedung_S,CO2,378.83,ppm
2025-10-23,Gedung_S,Waste,50.14,kg
2025-10-23,Gedung_T,Energy,180.07,kWh
2025-10-23,Gedung_T,Water,265.97,L
2025-10-23,Gedung_T,CO2,593.85,ppm
2025-10-23,Gedung_T,Waste,11.27,kg
2025-10-24,Gedung_A,Energy,80.6,kWh
2025-10-24,Gedung_A,Water,1140.51,L
2025-10-24,Gedung_A,CO2,819.48,ppm
2025-10-24,Gedung_A,Waste,34.24,kg
2025-10-24,Gedung_B,Energy,87.63,kWh
2025-10-24,Gedung_B,Water,726.73,L
2025-10-24,Gedung_B,CO2,890.32,ppm
2025-10-24,Gedung_B,Waste,17.69,kg
2025-10-24,Gedung_C,Energy,198.83,kWh
2025-10-24,Gedung_C,Water,478.68,L
2025-10-24,Gedung_C,CO2,534.31,ppm
2025-10-24,Gedung_C,Waste,53.44,kg
2025-10-24,Gedung_D,Energy,182.02,kWh
2025-10-24,Gedung_D,Water,379.71,L
2025-10-24,Gedung_D,CO2,725.62,ppm
2025-10-24,Gedung_D,Waste,39.19,kg
2025-10-24,Gedung_E,Energy,119.12,kWh
2025-10-24,Gedung_E,Water,1123.46,L
2025-10-24,Gedung_E,CO2,738.45,ppm
2025-10-24,Gedung_E,Waste,39.83,kg
2025-10-24,Gedung_F,Energy,150.92,kWh
2025-10-24,Gedung_F,Water,288.52,L
2025-10-24,Gedung_F,CO2,773.67,ppm
2025-10-24,Gedung_F,Waste,26.66,kg
2025-10-24,Gedung_G,Energy,170.74,kWh
2025-10-24,Gedung_G,Water,842.7,L
2025-10-24,Gedung_G,CO2,631.51,ppm
2025-10-24,Gedung_G,Waste,49.59,kg
2025-10-24,Gedung_H,Energy,103.86,kWh
2025-10-24,Gedung_H,Water,337.11,L
2025-10-24,Gedung_H,CO2,699.35,ppm
2025-10-24,Gedung_H,Waste,33.6,kg
2025-10-24,Gedung_I,Energy,139.29,kWh
2025-10-24,Gedung_I,Water,1184.14,L
2025-10-24,Gedung_I,CO2,768.57,ppm
2025-10-24,Gedung_I,Waste,21.67,kg
2025-10-24,Gedung_J,Energy,158.01,kWh
2025-10-24,Gedung_J,Water,897.41,L
2025-10-24,Gedung_J,CO2,491.04,ppm
2025-10-24,Gedung_J,Waste,30.19,kg
2025-10-24,Gedung_K,Energy,80.64,kWh
2025-10-24,Gedung_K,Water,547.48,L
2025-10-24,Gedung_K,CO2,744.79,ppm
2025-10-24,Gedung_K,Waste,9.05,kg
2025-10-24,Gedung_L,Energy,220.8,kWh
2025-10-24,Gedung_L,Water,1197.87,L
2025-10-24,Gedung_L,CO2,369.98,ppm
2025-10-24,Gedung_L,Waste,24.19,kg
2025-10-24,Gedung_M,Energy,173.24,kWh
2025-10-24,Gedung_M,Water,412.09,L
2025-10-24,Gedung_M,CO2,778.87,ppm
2025-10-24,Gedung_M,Waste,18.45,kg
2025-10-24,Gedung_N,Energy,226.54,kWh
2025-10-24,Gedung_N,Water,632.65,L
2025-10-24,Gedung_N,CO2,861.43,ppm
2025-10-24,Gedung_N,Waste,38.26,kg
2025-10-24,Gedung_O,Energy,185.18,kWh
2025-10-24,Gedung_O,Water,490.22,L
2025-10-24,Gedung_O,CO2,426.73,ppm
2025-10-24,Gedung_O,Waste,35.67,kg
2025-10-24,Gedung_P,Energy,247.86,kWh
2025-10-24,Gedung_P,Water,947.0,L
2025-10-24,Gedung_P,CO2,426.96,ppm
2025-10-24,Gedung_P,Waste,28.22,kg
2025-10-24,Gedung_Q,Energy,119.57,kWh
2025-10-24,Gedung_Q,Water,1198.7,L
2025-10-24,Gedung_Q,CO2,753.4,ppm
2025-10-24,Gedung_Q,Waste,24.58,kg
2025-10-24,Gedung_R,Energy,84.89,kWh
2025-10-24,Gedung_R,Water,928.47,L
2025-10-24,Gedung_R,CO2,573.04,ppm
2025-10-24,Gedung_R,Waste,31.72,kg
2025-10-24,Gedung_S,Energy,161.42,kWh
2025-10-24,Gedung_S,Water,1066.77,L
2025-10-24,Gedung_S,CO2,630.0,ppm
2025-10-24,Gedung_S,Waste,31.33,kg
2025-10-24,Gedung_T,Energy,227.85,kWh
2025-10-24,Gedung_T,Water,325.27,L
2025-10-24,Gedung_T,CO2,641.92,ppm
2025-10-24,Gedung_T,Waste,49.58,kg
2025-10-25,Gedung_A,Energy,116.85,kWh
2025-10-25,Gedung_A,Water,1126.84,L
2025-10-25,Gedung_A,CO2,587.84,ppm
2025-10-25,Gedung_A,Waste,33.93,kg
2025-10-25,Gedung_B,Energy,193.02,kWh
2025-10-25,Gedung_B,Water,557.54,L
2025-10-25,Gedung_B,CO2,398.28,ppm
2025-10-25,Gedung_B,Waste,41.01,kg
2025-10-25,Gedung_C,Energy,229.45,kWh
2025-10-25,Gedung_C,Water,982.32,L
2025-10-25,Gedung_C,CO2,438.81,ppm
2025-10-25,Gedung_C,Waste,55.84,kg
2025-10-25,Gedung_D,Energy,109.22,kWh
2025-10-25,Gedung_D,Water,358.92,L
2025-10-25,Gedung_D,CO2,583.81,ppm
2025-10-25,Gedung_D,Waste,28.92,kg
2025-10-25,Gedung_E,Energy,167.5,kWh
2025-10-25,Gedung_E,Water,891.13,L
2025-10-25,Gedung_E,CO2,356.16,ppm
2025-10-25,Gedung_E,Waste,43.46,kg
2025-10-25,Gedung_F,Energy,113.1,kWh
2025-10-25,Gedung_F,Water,843.58,L
2025-10-25,Gedung_F,CO2,397.09,ppm
2025-10-25,Gedung_F,Waste,26.73,kg
2025-10-25,Gedung_G,Energy,218.89,kWh
2025-10-25,Gedung_G,Water,369.01,L
2025-10-25,Gedung_G,CO2,652.66,ppm
2025-10-25,Gedung_G,Waste,40.25,kg
2025-10-25,Gedung_H,Energy,194.92,kWh
2025-10-25,Gedung_H,Water,914.13,L
2025-10-25,Gedung_H,CO2,882.1,ppm
2025-10-25,Gedung_H,Waste,5.04,kg
2025-10-25,Gedung_I,Energy,129.54,kWh
2025-10-25,Gedung_I,Water,783.73,L
2025-10-25,Gedung_I,CO2,794.63,ppm
2025-10-25,Gedung_I,Waste,36.11,kg
2025-10-25,Gedung_J,Energy,98.05,kWh
2025-10-25,Gedung_J,Water,523.46,L
2025-10-25,Gedung_J,CO2,692.37,ppm
2025-10-25,Gedung_J,Waste,31.41,kg
2025-10-25,Gedung_K,Energy,105.89,kWh
2025-10-25,Gedung_K,Water,522.72,L
2025-10-25,Gedung_K,CO2,681.79,ppm
2025-10-25,Gedung_K,Waste,32.28,kg
2025-10-25,Gedung_L,Energy,130.39,kWh
2025-10-25,Gedung_L,Water,749.04,L
2025-10-25,Gedung_L,CO2,453.38,ppm
2025-10-25,Gedung_L,Waste,35.64,kg
2025-10-25,Gedung_M,Energy,243.13,kWh
2025-10-25,Gedung_M,Water,732.2,L
2025-10-25,Gedung_M,CO2,524.4,ppm
2025-10-25,Gedung_M,Waste,55.84,kg
2025-10-25,Gedung_N,Energy,236.14,kWh
2025-10-25,Gedung_N,Water,1141.19,L
2025-10-25,Gedung_N,CO2,510.0,ppm
2025-10-25,Gedung_N,Waste,47.53,kg
2025-10-25,Gedung_O,Energy,98.59,kWh
2025-10-25,Gedung_O,Water,1147.22,L
2025-10-25,Gedung_O,CO2,563.14,ppm
2025-10-25,Gedung_O,Waste,31.56,kg
2025-10-25,Gedung_P,Energy,179.06,kWh
2025-10-25,Gedung_P,Water,771.66,L
2025-10-25,Gedung_P,CO2,874.37,ppm
2025-10-25,Gedung_P,Waste,12.65,kg
2025-10-25,Gedung_Q,Energy,242.74,kWh
2025-10-25,Gedung_Q,Water,1062.97,L
2025-10-25,Gedung_Q,CO2,827.07,ppm
2025-10-25,Gedung_Q,Waste,24.3,kg
2025-10-25,Gedung_R,Energy,95.78,kWh
2025-10-25,Gedung_R,Water,732.88,L
2025-10-25,Gedung_R,CO2,394.15,ppm
2025-10-25,Gedung_R,Waste,11.28,kg
2025-10-25,Gedung_S,Energy,246.09,kWh
2025-10-25,Gedung_S,Water,725.58,L
2025-10-25,Gedung_S,CO2,371.66,ppm
2025-10-25,Gedung_S,Waste,53.02,kg
2025-10-25,Gedung_T,Energy,141.38,kWh
2025-10-25,Gedung_T,Water,243.59,L
2025-10-25,Gedung_T,CO2,745.12,ppm
2025-10-25,Gedung_T,Waste,15.1,kg
2025-10-26,Gedung_A,Energy,125.86,kWh
2025-10-26,Gedung_A,Water,904.01,L
2025-10-26,Gedung_A,CO2,449.52,ppm
2025-10-26,Gedung_A,Waste,57.13,kg
2025-10-26,Gedung_B,Energy,175.4,kWh
2025-10-26,Gedung_B,Water,1088.99,L
2025-10-26,Gedung_B,CO2,542.27,ppm
2025-10-26,Gedung_B,Waste,30.47,kg
2025-10-26,Gedung_C,Energy,88.46,kWh
2025-10-26,Gedung_C,Water,432.91,L
2025-10-26,Gedung_C,CO2,359.16,ppm
2025-10-26,Gedung_C,Waste,12.77,kg
2025-10-26,Gedung_D,Energy,113.35,kWh
2025-10-26,Gedung_D,Water,323.49,L
2025-10-26,Gedung_D,CO2,752.1,ppm
2025-10-26,Gedung_D,Waste,13.25,kg
2025-10-26,Gedung_E,Energy,187.72,kWh
2025-10-26,Gedung_E,Water,263.81,L
2025-10-26,Gedung_E,CO2,628.95,ppm
2025-10-26,Gedung_E,Waste,50.96,kg
2025-10-26,Gedung_F,Energy,86.14,kWh
2025-10-26,Gedung_F,Water,475.24,L
2025-10-26,Gedung_F,CO2,664.39,ppm
2025-10-26,Gedung_F,Waste,58.3,kg
2025-10-26,Gedung_G,Energy,148.26,kWh
2025-10-26,Gedung_G,Water,843.13,L
2025-10-26,Gedung_G,CO2,539.55,ppm
2025-10-26,Gedung_G,Waste,59.75,kg
2025-10-26,Gedung_H,Energy,107.55,kWh
2025-10-26,Gedung_H,Water,1050.98,L
2025-10-26,Gedung_H,CO2,574.44,ppm
2025-10-26,Gedung_H,Waste,16.6,kg
2025-10-26,Gedung_I,Energy,100.24,kWh
2025-10-26,Gedung_I,Water,760.79,L
2025-10-26,Gedung_I,CO2,561.44,ppm
2025-10-26,Gedung_I,Waste,53.75,kg
2025-10-26,Gedung_J,Energy,82.32,kWh
2025-10-26,Gedung_J,Water,1152.23,L
2025-10-26,Gedung_J,CO2,701.42,ppm
2025-10-26,Gedung_J,Waste,6.09,kg
2025-10-26,Gedung_K,Energy,103.14,kWh
2025-10-26,Gedung_K,Water,461.68,L
2025-10-26,Gedung_K,CO2,445.02,ppm
2025-10-26,Gedung_K,Waste,26.17,kg
2025-10-26,Gedung_L,Energy,200.8,kWh
2025-10-26,Gedung_L,Water,338.89,L
2025-10-26,Gedung_L,CO2,735.96,ppm
2025-10-26,Gedung_L,Waste,36.58,kg
2025-10-26,Gedung_M,Energy,141.79,kWh
2025-10-26,Gedung_M,Water,669.57,L
2025-10-26,Gedung_M,CO2,785.93,ppm
2025-10-26,Gedung_M,Waste,39.93,kg
2025-10-26,Gedung_N,Energy,249.0,kWh
2025-10-26,Gedung_N,Water,897.29,L
2025-10-26,Gedung_N,CO2,529.65,ppm
2025-10-26,Gedung_N,Waste,53.63,kg
2025-10-26,Gedung_O,Energy,197.36,kWh
2025-10-26,Gedung_O,Water,1006.76,L
2025-10-26,Gedung_O,CO2,769.45,ppm
2025-10-26,Gedung_O,Waste,21.78,kg
2025-10-26,Gedung_P,Energy,240.83,kWh
2025-10-26,Gedung_P,Water,1161.03,L
2025-10-26,Gedung_P,CO2,552.11,ppm
2025-10-26,Gedung_P,Waste,27.44,kg
2025-10-26,Gedung_Q,Energy,212.09,kWh
2025-10-26,Gedung_Q,Water,696.04,L
2025-10-26,Gedung_Q,CO2,377.33,ppm
2025-10-26,Gedung_Q,Waste,25.92,kg
2025-10-26,Gedung_R,Energy,233.55,kWh
2025-10-26,Gedung_R,Water,988.99,L
2025-10-26,Gedung_R,CO2,549.04,ppm
2025-10-26,Gedung_R,Waste,21.72,kg
2025-10-26,Gedung_S,Energy,239.76,kWh
2025-10-26,Gedung_S,Water,418.87,L
2025-10-26,Gedung_S,CO2,531.67,ppm
2025-10-26,Gedung_S,Waste,8.61,kg
2025-10-26,Gedung_T,Energy,144.74,kWh
2025-10-26,Gedung_T,Water,629.14,L
2025-10-26,Gedung_T,CO2,651.94,ppm
2025-10-26,Gedung_T,Waste,34.51,kg
2025-10-27,Gedung_A,Energy,219.86,kWh
2025-10-27,Gedung_A,Water,553.94,L
2025-10-27,Gedung_A,CO2,830.7,ppm
2025-10-27,Gedung_A,Waste,15.92,kg
2025-10-27,Gedung_B,Energy,207.08,kWh
2025-10-27,Gedung_B,Water,467.67,L
2025-10-27,Gedung_B,CO2,459.06,ppm
2025-10-27,Gedung_B,Waste,21.32,kg
2025-10-27,Gedung_C,Energy,206.04,kWh
2025-10-27,Gedung_C,Water,428.64,L
2025-10-27,Gedung_C,CO2,866.88,ppm
2025-10-27,Gedung_C,Waste,24.42,kg
2025-10-27,Gedung_D,Energy,173.0,kWh
2025-10-27,Gedung_D,Water,628.96,L
2025-10-27,Gedung_D,CO2,438.01,ppm
2025-10-27,Gedung_D,Waste,27.91,kg
2025-10-27,Gedung_E,Energy,164.07,kWh
2025-10-27,Gedung_E,Water,634.18,L
2025-10-27,Gedung_E,CO2,565.4,ppm
2025-10-27,Gedung_E,Waste,21.48,kg
2025-10-27,Gedung_F,Energy,133.24,kWh
2025-10-27,Gedung_F,Water,354.26,L
2025-10-27,Gedung_F,CO2,823.37,ppm
2025-10-27,Gedung_F,Waste,49.63,kg
2025-10-27,Gedung_G,Energy,160.37,kWh
2025-10-27,Gedung_G,Water,724.52,L
2025-10-27,Gedung_G,CO2,352.52,ppm
2025-10-27,Gedung_G,Waste,32.93,kg
2025-10-27,Gedung_H,Energy,183.52,kWh
2025-10-27,Gedung_H,Water,443.7,L
2025-10-27,Gedung_H,CO2,775.23,ppm
2025-10-27,Gedung_H,Waste,40.77,kg
2025-10-27,Gedung_I,Energy,211.15,kWh
2025-10-27,Gedung_I,Water,810.08,L
2025-10-27,Gedung_I,CO2,470.14,ppm
2025-10-27,Gedung_I,Waste,50.6,kg
2025-10-27,Gedung_J,Energy,122.81,kWh
2025-10-27,Gedung_J,Water,443.86,L
2025-10-27,Gedung_J,CO2,886.47,ppm
2025-10-27,Gedung_J,Waste,28.68,kg
2025-10-27,Gedung_K,Energy,181.5,kWh
2025-10-27,Gedung_K,Water,537.22,L
2025-10-27,Gedung_K,CO2,644.56,ppm
2025-10-27,Gedung_K,Waste,24.58,kg
2025-10-27,Gedung_L,Energy,209.74,kWh
2025-10-27,Gedung_L,Water,990.45,L
2025-10-27,Gedung_L,CO2,525.52,ppm
2025-10-27,Gedung_L,Waste,8.28,kg
2025-10-27,Gedung_M,Energy,249.07,kWh
2025-10-27,Gedung_M,Water,231.88,L
2025-10-27,Gedung_M,CO2,446.18,ppm
2025-10-27,Gedung_M,Waste,19.8,kg
2025-10-27,Gedung_N,Energy,158.79,kWh
2025-10-27,Gedung_N,Water,932.82,L
2025-10-27,Gedung_N,CO2,354.5,ppm
2025-10-27,Gedung_N,Waste,30.18,kg
2025-10-27,Gedung_O,Energy,127.66,kWh
2025-10-27,Gedung_O,Water,1117.77,L
2025-10-27,Gedung_O,CO2,766.99,ppm
2025-10-27,Gedung_O,Waste,46.72,kg
2025-10-27,Gedung_P,Energy,176.41,kWh
2025-10-27,Gedung_P,Water,896.94,L
2025-10-27,Gedung_P,CO2,595.76,ppm
2025-10-27,Gedung_P,Waste,55.31,kg
2025-10-27,Gedung_Q,Energy,163.3,kWh
2025-10-27,Gedung_Q,Water,341.88,L
2025-10-27,Gedung_Q,CO2,884.66,ppm
2025-10-27,Gedung_Q,Waste,22.31,kg
2025-10-27,Gedung_R,Energy,187.94,kWh
2025-10-27,Gedung_R,Water,1122.09,L
2025-10-27,Gedung_R,CO2,716.82,ppm
2025-10-27,Gedung_R,Waste,58.32,kg
2025-10-27,Gedung_S,Energy,80.81,kWh
2025-10-27,Gedung_S,Water,762.23,L
2025-10-27,Gedung_S,CO2,365.72,ppm
2025-10-27,Gedung_S,Waste,28.19,kg
2025-10-27,Gedung_T,Energy,136.96,kWh
2025-10-27,Gedung_T,Water,1192.81,L
2025-10-27,Gedung_T,CO2,410.47,ppm
2025-10-27,Gedung_T,Waste,7.11,kg
2025-10-28,Gedung_A,Energy,102.55,kWh
2025-10-28,Gedung_A,Water,897.2,L
2025-10-28,Gedung_A,CO2,352.68,ppm
2025-10-28,Gedung_A,Waste,59.59,kg
2025-10-28,Gedung_B,Energy,83.94,kWh
2025-10-28,Gedung_B,Water,384.99,L
2025-10-28,Gedung_B,CO2,659.28,ppm
2025-10-28,Gedung_B,Waste,22.14,kg
2025-10-28,Gedung_C,Energy,138.38,kWh
2025-10-28,Gedung_C,Water,1084.72,L
2025-10-28,Gedung_C,CO2,426.6,ppm
2025-10-28,Gedung_C,Waste,30.52,kg
2025-10-28,Gedung_D,Energy,125.02,kWh
2025-10-28,Gedung_D,Water,883.78,L
2025-10-28,Gedung_D,CO2,719.78,ppm
2025-10-28,Gedung_D,Waste,17.79,kg
2025-10-28,Gedung_E,Energy,118.05,kWh
2025-10-28,Gedung_E,Water,691.47,L
2025-10-28,Gedung_E,CO2,822.16,ppm
2025-10-28,Gedung_E,Waste,46.71,kg
2025-10-28,Gedung_F,Energy,111.98,kWh
2025-10-28,Gedung_F,Water,997.49,L
2025-10-28,Gedung_F,CO2,748.69,ppm
2025-10-28,Gedung_F,Waste,10.53,kg
2025-10-28,Gedung_G,Energy,104.18,kWh
2025-10-28,Gedung_G,Water,856.82,L
2025-10-28,Gedung_G,CO2,666.86,ppm
2025-10-28,Gedung_G,Waste,20.11,kg
2025-10-28,Gedung_H,Energy,227.72,kWh
2025-10-28,Gedung_H,Water,601.11,L
2025-10-28,Gedung_H,CO2,451.56,ppm
2025-10-28,Gedung_H,Waste,30.34,kg
2025-10-28,Gedung_I,Energy,124.91,kWh
2025-10-28,Gedung_I,Water,751.36,L
2025-10-28,Gedung_I,CO2,812.27,ppm
2025-10-28,Gedung_I,Waste,25.92,kg
2025-10-28,Gedung_J,Energy,111.14,kWh
2025-10-28,Gedung_J,Water,867.84,L
2025-10-28,Gedung_J,CO2,411.06,ppm
2025-10-28,Gedung_J,Waste,7.81,kg
2025-10-28,Gedung_K,Energy,141.79,kWh
2025-10-28,Gedung_K,Water,423.44,L
2025-10-28,Gedung_K,CO2,455.84,ppm
2025-10-28,Gedung_K,Waste,44.32,kg
2025-10-28,Gedung_L,Energy,139.52,kWh
2025-10-28,Gedung_L,Water,492.56,L
2025-10-28,Gedung_L,CO2,875.01,ppm
2025-10-28,Gedung_L,Waste,19.27,kg
2025-10-28,Gedung_M,Energy,208.62,kWh
2025-10-28,Gedung_M,Water,1176.8,L
2025-10-28,Gedung_M,CO2,789.0,ppm
2025-10-28,Gedung_M,Waste,50.31,kg
2025-10-28,Gedung_N,Energy,186.39,kWh
2025-10-28,Gedung_N,Water,784.6,L
2025-10-28,Gedung_N,CO2,528.3,ppm
2025-10-28,Gedung_N,Waste,9.31,kg
2025-10-28,Gedung_O,Energy,193.15,kWh
2025-10-28,Gedung_O,Water,1123.16,L
2025-10-28,Gedung_O,CO2,539.21,ppm
2025-10-28,Gedung_O,Waste,24.66,kg
2025-10-28,Gedung_P,Energy,208.49,kWh
2025-10-28,Gedung_P,Water,419.92,L
2025-10-28,Gedung_P,CO2,599.57,ppm
2025-10-28,Gedung_P,Waste,6.72,kg
2025-10-28,Gedung_Q,Energy,210.03,kWh
2025-10-28,Gedung_Q,Water,335.71,L
2025-10-28,Gedung_Q,CO2,452.56,ppm
2025-10-28,Gedung_Q,Waste,51.49,kg
2025-10-28,Gedung_R,Energy,150.67,kWh
2025-10-28,Gedung_R,Water,399.8,L
2025-10-28,Gedung_R,CO2,593.24,ppm
2025-10-28,Gedung_R,Waste,26.19,kg
2025-10-28,Gedung_S,Energy,249.61,kWh
2025-10-28,Gedung_S,Water,340.4,L
2025-10-28,Gedung_S,CO2,397.78,ppm
2025-10-28,Gedung_S,Waste,22.46,kg
2025-10-28,Gedung_T,Energy,160.86,kWh
2025-10-28,Gedung_T,Water,1163.32,L
2025-10-28,Gedung_T,CO2,745.53,ppm
2025-10-28,Gedung_T,Waste,46.94,kg
2025-10-29,Gedung_A,Energy,207.02,kWh
2025-10-29,Gedung_A,Water,961.05,L
2025-10-29,Gedung_A,CO2,491.53,ppm
2025-10-29,Gedung_A,Waste,10.58,kg
2025-10-29,Gedung_B,Energy,208.05,kWh
2025-10-29,Gedung_B,Water,228.75,L
2025-10-29,Gedung_B,CO2,491.65,ppm
2025-10-29,Gedung_B,Waste,11.52,kg
2025-10-29,Gedung_C,Energy,245.87,kWh
2025-10-29,Gedung_C,Water,855.0,L
2025-10-29,Gedung_C,CO2,565.74,ppm
2025-10-29,Gedung_C,Waste,5.78,kg
2025-10-29,Gedung_D,Energy,185.64,kWh
2025-10-29,Gedung_D,Water,259.21,L
2025-10-29,Gedung_D,CO2,664.06,ppm
2025-10-29,Gedung_D,Waste,9.61,kg
2025-10-29,Gedung_E,Energy,221.48,kWh
2025-10-29,Gedung_E,Water,440.5,L
2025-10-29,Gedung_E,CO2,784.55,ppm
2025-10-29,Gedung_E,Waste,17.92,kg
2025-10-29,Gedung_F,Energy,185.14,kWh
2025-10-29,Gedung_F,Water,536.03,L
2025-10-29,Gedung_F,CO2,390.56,ppm
2025-10-29,Gedung_F,Waste,45.96,kg
2025-10-29,Gedung_G,Energy,239.97,kWh
2025-10-29,Gedung_G,Water,510.76,L
2025-10-29,Gedung_G,CO2,367.87,ppm
2025-10-29,Gedung_G,Waste,23.15,kg
2025-10-29,Gedung_H,Energy,184.64,kWh
2025-10-29,Gedung_H,Water,790.17,L
2025-10-29,Gedung_H,CO2,428.56,ppm
2025-10-29,Gedung_H,Waste,50.15,kg
2025-10-29,Gedung_I,Energy,235.44,kWh
2025-10-29,Gedung_I,Water,903.9,L
2025-10-29,Gedung_I,CO2,580.33,ppm
2025-10-29,Gedung_I,Waste,17.52,kg
2025-10-29,Gedung_J,Energy,216.65,kWh
2025-10-29,Gedung_J,Water,1147.64,L
2025-10-29,Gedung_J,CO2,873.75,ppm
2025-10-29,Gedung_J,Waste,16.84,kg
2025-10-29,Gedung_K,Energy,212.88,kWh
2025-10-29,Gedung_K,Water,1027.78,L
2025-10-29,Gedung_K,CO2,642.06,ppm
2025-10-29,Gedung_K,Waste,35.58,kg
2025-10-29,Gedung_L,Energy,242.74,kWh
2025-10-29,Gedung_L,Water,508.58,L
2025-10-29,Gedung_L,CO2,539.29,ppm
2025-10-29,Gedung_L,Waste,56.47,kg
2025-10-29,Gedung_M,Energy,191.79,kWh
2025-10-29,Gedung_M,Water,850.21,L
2025-10-29,Gedung_M,CO2,381.45,ppm
2025-10-29,Gedung_M,Waste,25.31,kg
2025-10-29,Gedung_N,Energy,218.7,kWh
2025-10-29,Gedung_N,Water,600.74,L
2025-10-29,Gedung_N,CO2,551.45,ppm
2025-10-29,Gedung_N,Waste,52.25,kg
2025-10-29,Gedung_O,Energy,104.61,kWh
2025-10-29,Gedung_O,Water,375.7,L
2025-10-29,Gedung_O,CO2,747.29,ppm
2025-10-29,Gedung_O,Waste,10.89,kg
2025-10-29,Gedung_P,Energy,123.41,kWh
2025-10-29,Gedung_P,Water,671.38,L
2025-10-29,Gedung_P,CO2,771.91,ppm
2025-10-29,Gedung_P,Waste,29.29,kg
2025-10-29,Gedung_Q,Energy,159.31,kWh
2025-10-29,Gedung_Q,Water,806.38,L
2025-10-29,Gedung_Q,CO2,385.16,ppm
2025-10-29,Gedung_Q,Waste,44.51,kg
2025-10-29,Gedung_R,Energy,129.78,kWh
2025-10-29,Gedung_R,Water,224.28,L
2025-10-29,Gedung_R,CO2,506.88,ppm
2025-10-29,Gedung_R,Waste,19.23,kg
2025-10-29,Gedung_S,Energy,232.2,kWh
2025-10-29,Gedung_S,Water,721.34,L
2025-10-29,Gedung_S,CO2,738.99,ppm
2025-10-29,Gedung_S,Waste,40.58,kg
2025-10-29,Gedung_T,Energy,122.28,kWh
2025-10-29,Gedung_T,Water,1082.93,L
2025-10-29,Gedung_T,CO2,554.88,ppm
2025-10-29,Gedung_T,Waste,55.34,kg
2025-10-30,Gedung_A,Energy,94.37,kWh
2025-10-30,Gedung_A,Water,238.13,L
2025-10-30,Gedung_A,CO2,709.25,ppm
2025-10-30,Gedung_A,Waste,13.62,kg
2025-10-30,Gedung_B,Energy,246.82,kWh
2025-10-30,Gedung_B,Water,683.81,L
2025-10-30,Gedung_B,CO2,415.29,ppm
2025-10-30,Gedung_B,Waste,40.34,kg
2025-10-30,Gedung_C,Energy,134.52,kWh
2025-10-30,Gedung_C,Water,608.0,L
2025-10-30,Gedung_C,CO2,725.83,ppm
2025-10-30,Gedung_C,Waste,11.31,kg
2025-10-30,Gedung_D,Energy,194.43,kWh
2025-10-30,Gedung_D,Water,667.7,L
2025-10-30,Gedung_D,CO2,419.58,ppm
2025-10-30,Gedung_D,Waste,54.68,kg
2025-10-30,Gedung_E,Energy,243.19,kWh
2025-10-30,Gedung_E,Water,1008.9,L
2025-10-30,Gedung_E,CO2,850.34,ppm
2025-10-30,Gedung_E,Waste,16.75,kg
2025-10-30,Gedung_F,Energy,107.49,kWh
2025-10-30,Gedung_F,Water,311.54,L
2025-10-30,Gedung_F,CO2,585.05,ppm
2025-10-30,Gedung_F,Waste,42.69,kg
2025-10-30,Gedung_G,Energy,94.17,kWh
2025-10-30,Gedung_G,Water,253.58,L
2025-10-30,Gedung_G,CO2,626.88,ppm
2025-10-30,Gedung_G,Waste,17.57,kg
2025-10-30,Gedung_H,Energy,185.15,kWh
2025-10-30,Gedung_H,Water,356.73,L
2025-10-30,Gedung_H,CO2,676.54,ppm
2025-10-30,Gedung_H,Waste,18.54,kg
2025-10-30,Gedung_I,Energy,176.42,kWh
2025-10-30,Gedung_I,Water,275.52,L
2025-10-30,Gedung_I,CO2,527.24,ppm
2025-10-30,Gedung_I,Waste,16.98,kg
2025-10-30,Gedung_J,Energy,158.29,kWh
2025-10-30,Gedung_J,Water,978.01,L
2025-10-30,Gedung_J,CO2,412.65,ppm
2025-10-30,Gedung_J,Waste,6.48,kg
2025-10-30,Gedung_K,Energy,103.27,kWh
2025-10-30,Gedung_K,Water,713.84,L
2025-10-30,Gedung_K,CO2,598.17,ppm
2025-10-30,Gedung_K,Waste,5.05,kg
2025-10-30,Gedung_L,Energy,189.39,kWh
2025-10-30,Gedung_L,Water,546.26,L
2025-10-30,Gedung_L,CO2,677.17,ppm
